h3,max_p,mean_p,expected_hi_hours,fc_dow,fc_hour,fc_p,fc_dow_name,risk_tier,tier,lat,lon,location_name,top_violation,total_impact,capacity_loss_pct,near_junction,peak_dow,peak_hour
8a60145b0707fff,0.8502920342406736,0.1643876090986742,27.617118328577266,3,8,0.8502920342406736,Thursday,Low,CRITICAL,12.99886501613326,77.57208479860039,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,84.2,82.2,0.0,Thursday,8
8a60145b070ffff,0.8748804294111213,0.19077389911512826,32.050015051341546,3,7,0.8748804294111213,Thursday,Low,CRITICAL,12.99886882949489,77.57088145902004,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,843.4,45.2,0.0,Sunday,10
8a60145b0717fff,0.2791309951354933,0.13417723493094907,22.541775468399447,6,11,0.2791309951354933,Sunday,Low,HIGH,12.999931760894116,77.57270437476626,"1st Main Road, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,37.2,90.9,0.0,Tuesday,12
8a60145b071ffff,0.7816092980136841,0.24564853826190705,41.268954428000384,6,10,0.7816092980136841,Sunday,Medium,CRITICAL,12.999935569890994,77.57150102263566,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,3148.4500000000003,47.2,0.0,Sunday,10
8a60145b0727fff,0.1966746453739901,0.11927563931266703,20.038307404528062,6,11,0.1966746453739901,Sunday,Low,HIGH,12.997794452243346,77.57266857434333,"Sri Sri Sri Balagangadharanatha Swamy Road, Sangeetha Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,1.0,36.0,0.0,Tuesday,7
8a60145b072ffff,0.9030097300841354,0.24894844315137346,41.82333844943074,0,7,0.9030097300841354,Monday,Medium,CRITICAL,12.997798275560443,77.5714652310456,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,683.5,45.5,0.0,Sunday,8
8a60145b0757fff,0.967432029902986,0.2636974721660629,44.30117532389856,0,11,0.967432029902986,Monday,High,CRITICAL,12.998872637265958,77.5696781357078,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,1448.35,48.1,0.0,Monday,11
8a60145b0767fff,0.7903113835577265,0.17645954892132765,29.645204218783043,1,6,0.7903113835577265,Tuesday,Low,HIGH,12.99673536126919,77.56964235762209,"5th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,121.8,45.5,0.0,Monday,11
8a60145b0777fff,0.7769214371777182,0.26169158914697266,43.96418697669141,0,11,0.7769214371777182,Monday,High,CRITICAL,12.997802093287252,77.57026190401552,"7th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,64.3,45.8,0.0,Saturday,5
8a60145b07affff,0.31945137807991536,0.18758984061657194,31.515093223584085,6,11,0.31945137807991536,Sunday,Low,HIGH,13.001002314474482,77.57212059486243,"10th Cross Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,14.6,40.5,0.0,Tuesday,12
8a60145b096ffff,0.25953826175919653,0.15831768590853265,26.597371232633485,6,11,0.25953826175919653,Sunday,Low,CRITICAL,12.981750635614144,77.57661168524338,"BMIC Planning Authority, Race Course Road, Madhav Nagar, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",WRONG PARKING,9.0,40.0,1.0,Tuesday,7
8a60145b1447fff,0.9605814199545146,0.23018381763908227,38.67088136336582,5,1,0.9605814199545146,Saturday,Medium,HIGH,12.99251034153174,77.55392942506437,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,874.2,68.6,1.0,Friday,1
8a60145b144ffff,0.9748399352723007,0.2717461960598108,45.653360938048216,4,5,0.9748399352723007,Friday,High,HIGH,12.992514114053762,77.55272635607143,"17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1607.7,71.9,1.0,Thursday,3
8a60145b1687fff,0.811674705003412,0.19422150808808705,32.62921335879862,6,8,0.811674705003412,Sunday,Low,CRITICAL,12.99679948181388,77.54918850116988,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,40.8,53.5,1.0,Sunday,8
8a60145b168ffff,0.9254655637333234,0.20809487234684299,34.95993855426962,6,9,0.9254655637333234,Sunday,Low,CRITICAL,12.996803203327502,77.54798547963807,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,445.3,52.0,1.0,Sunday,9
8a60145b1697fff,0.8913317285668215,0.19319597693054583,32.4569241243317,6,9,0.8913317285668215,Sunday,Low,CRITICAL,12.997866139542827,77.54980783416721,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,2021.75,52.4,1.0,Sunday,8
8a60145b169ffff,0.814745343892743,0.21107683470500518,35.46090823044087,6,9,0.814745343892743,Sunday,Low,CRITICAL,12.997869856682218,77.54860480008033,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1393.2,51.3,1.0,Sunday,9
8a60145b16b7fff,0.9115759870481083,0.2659386706660006,44.6776966718881,1,14,0.9115759870481083,Tuesday,High,CRITICAL,12.996795754714393,77.55039153898278,"Basava Mantapa Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,241.3,60.4,1.0,Sunday,11
8a60145b1707fff,0.9076339866978526,0.24610686215402672,41.34595284187649,3,0,0.9076339866978526,Thursday,Medium,HIGH,12.991451226763347,77.55090396319997,"Sri B Gangaiah Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,53.5,61.9,1.0,Thursday,0
8a60145b1737fff,0.9459197731634589,0.23769487523698793,39.932739039813974,2,4,0.9459197731634589,Wednesday,Medium,HIGH,12.99144745545222,77.55210700336039,"17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,308.0,70.5,1.0,Wednesday,4
8a60145b1a67fff,0.8412278701135982,0.25033624402657484,42.05648899646457,2,11,0.8412278701135982,Wednesday,Medium,HIGH,12.976506994765373,77.54584274723713,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",NO PARKING,381.5,30.6,1.0,Tuesday,11
8a60145b1b4ffff,0.8065315514768171,0.19576048772899546,32.887761938471236,1,8,0.8065315514768171,Tuesday,Low,HIGH,12.975436536831117,77.54642639927592,"1st Main Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",WRONG PARKING,14.4,47.5,1.0,Tuesday,8
8a60145b1b6ffff,0.9524946102775911,0.2525488729133499,42.428210649442775,2,4,0.9524946102775911,Wednesday,High,HIGH,12.974366068776373,77.54701005109831,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",WRONG PARKING,1010.02,46.8,1.0,Friday,9
8a60145b2a47fff,0.9188921857686853,0.3052732477237997,51.28590561759835,0,3,0.9188921857686853,Monday,High,CRITICAL,13.007417927733568,77.57102461180281,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",WRONG PARKING,3626.15,46.7,0.0,Sunday,9
8a60145b2a4ffff,0.1986845875086114,0.11738354383255663,19.720435363869512,6,11,0.1986845875086114,Sunday,Low,CRITICAL,13.007421678220354,77.56982125315935,"Siddavanahalli Krishna Sharma Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,15.6,45.0,0.0,Saturday,3
8a60145b2a57fff,0.870024442513007,0.16580575332118241,27.855366557958646,1,8,0.870024442513007,Tuesday,Low,CRITICAL,13.00848468414897,77.57164419410648,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,748.5,31.3,0.0,Thursday,8
8a60145b2a5ffff,0.8570787507751839,0.2350190424226791,39.48319912701009,6,9,0.8570787507751839,Sunday,Medium,CRITICAL,13.008488430272294,77.57044082291185,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,1662.7,95.0,0.0,Tuesday,8
8a60145b2a67fff,0.8614522452946315,0.3173393429443625,53.3130096146529,5,11,0.8614522452946315,Saturday,High,CRITICAL,13.006347415055954,77.57160840047217,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",NO PARKING,1745.6,48.8,0.0,Saturday,11
8a60145b2a6ffff,0.3549994723693459,0.2387736293004874,40.11396972248188,0,11,0.3549994723693459,Monday,Medium,CRITICAL,13.00635117549972,77.57040503811069,"16th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,19.2,48.0,0.0,Tuesday,7
8a60145b2aeffff,0.3649396917465096,0.24367509416364364,40.93741581949213,0,10,0.3649396917465096,Monday,Medium,CRITICAL,13.009555186505112,77.57106040127603,"Sankey Road, Gokak Chaluvali Smaranartha Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,71.8,25.7,0.0,Sunday,3
8a60145b2b4ffff,0.3589122132291801,0.24437856156162932,41.055598342353726,0,11,0.3589122132291801,Monday,Medium,CRITICAL,13.005276892240405,77.57219218891981,"1st Temple Street, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",NO PARKING,7.5,42.0,0.0,Thursday,10
8a60145b3007fff,0.8051626425472461,0.2418058361593293,40.62338047476732,4,9,0.8051626425472461,Friday,Medium,CRITICAL,13.008529268490513,77.55720481371395,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,82.4,48.5,0.0,Saturday,8
8a60145b300ffff,0.9281086005308904,0.26639366310253576,44.75413540122601,0,11,0.9281086005308904,Monday,High,CRITICAL,13.00853294750355,77.5560016378007,"GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,844.0,53.1,1.0,Sunday,9
8a60145b302ffff,0.8099076270788439,0.26234670812090055,44.07424696431129,5,8,0.8099076270788439,Saturday,High,CRITICAL,13.007462564468494,77.55658538204172,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,374.7,58.3,1.0,Saturday,8
8a60145b3047fff,0.8636873423024758,0.22057324867343805,37.056305777137595,5,10,0.8636873423024758,Saturday,Low,CRITICAL,13.007469925642376,77.55417907160238,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,141.2,62.8,1.0,Saturday,10
8a60145b3057fff,0.9084549866016642,0.35372982237941725,59.4266101597421,1,8,0.9084549866016642,Tuesday,High,CRITICAL,13.008536620925485,77.55479847816567,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,7450.150000000001,59.3,1.0,Wednesday,10
8a60145b305ffff,0.32605111663292896,0.19296582441708213,32.4182585020698,6,10,0.32605111663292896,Sunday,Low,CRITICAL,13.008540288756548,77.55359533480956,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,48.4,64.0,1.0,Monday,6
8a60145b3067fff,0.7164534782782532,0.237042667203962,39.82316809026562,2,5,0.7164534782782532,Wednesday,Medium,CRITICAL,13.006399552385412,77.55476280817713,"80 Feet Ring Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,62.4,58.0,1.0,Wednesday,5
8a60145b3077fff,0.9097827031483351,0.22968710133868667,38.58743302489936,1,8,0.9097827031483351,Tuesday,Medium,CRITICAL,13.007466247850743,77.55538221868282,"GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,322.1,62.8,1.0,Sunday,3
8a60145b30c7fff,0.7234137952515011,0.21516282384269209,36.14735440557227,5,9,0.7234137952515011,Saturday,Low,CRITICAL,13.01067368314317,77.55483414866346,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,2200.55,43.9,0.0,Sunday,10
8a60145b30cffff,0.32625280443191246,0.18918238603707133,31.782640854227985,6,10,0.32625280443191246,Sunday,Low,CRITICAL,13.010677336643663,77.55363099647691,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,16.6,45.6,0.0,Sunday,9
8a60145b30d7fff,0.6972774534949988,0.23987414017277947,40.29885554902695,4,11,0.6972774534949988,Friday,Medium,CRITICAL,13.011740386614674,77.55545356850902,"Brigade Gateway Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,40.1,42.0,0.0,Friday,11
8a60145b30dffff,0.8128996525993841,0.23192382147094356,38.96320200711852,2,9,0.8128996525993841,Wednesday,Medium,CRITICAL,13.011744035745878,77.5542504037675,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,3381.3,42.6,0.0,Sunday,9
8a60145b30e7fff,0.8761127950075712,0.24654194874118218,41.41904738851861,6,6,0.8761127950075712,Sunday,Medium,CRITICAL,13.009603320395406,77.55541789334124,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,69.7,36.3,0.0,Sunday,6
8a60145b30effff,0.8292326538741394,0.2662786111261509,44.734806669193354,0,4,0.8292326538741394,Monday,High,CRITICAL,13.00960698385676,77.55421473743031,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1584.9,51.2,0.0,Monday,4
8a60145b30f7fff,0.3571848625931781,0.2501397741874533,42.02348206349215,0,11,0.3571848625931781,Monday,Medium,CRITICAL,13.01067002405108,77.55603731712914,"Brigade Gateway Road, Brigade Gateway Residences, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,2.6,42.0,0.0,Friday,10
8a60145b3217fff,0.8612975366721581,0.20182286180198977,33.90624078273428,0,7,0.8612975366721581,Monday,Low,HIGH,13.00962158179322,77.54940227658793,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,506.0,98.0,1.0,Tuesday,11
8a60145b32a7fff,0.9676252127696133,0.2562200170747438,43.04496286855696,6,9,0.9676252127696133,Sunday,High,CRITICAL,13.010688263597778,77.55002163759939,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,1661.5,69.3,1.0,Tuesday,5
8a60145b32b7fff,0.920567335966272,0.21952213843074211,36.87971925636467,6,5,0.920567335966272,Sunday,Low,CRITICAL,13.011754949589266,77.55064100722345,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,769.5,32.1,1.0,Monday,8
8a60145b3387fff,0.23923695629987662,0.15421163483080744,25.907554651575648,6,11,0.23923695629987662,Sunday,Low,CRITICAL,13.009614294006337,77.5518084744474,"Unnamed Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",NO PARKING,10.2,54.4,1.0,Friday,11
8a60145b338ffff,0.3191442157436005,0.20366934976679602,34.21645076082173,6,10,0.3191442157436005,Sunday,Low,CRITICAL,13.009617940695003,77.55060536737686,"20th B Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",NO PARKING,15.2,90.0,1.0,Wednesday,6
8a60145b3397fff,0.8241233818928703,0.21544733592883766,36.19515243604473,3,9,0.8241233818928703,Thursday,Low,CRITICAL,13.010680984552774,77.55242786057022,"80 Feet Ring Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",NO PARKING,19.4,69.4,1.0,Thursday,9
8a60145b339ffff,0.2935209064760945,0.1573766974113058,26.439285165099374,6,9,0.2935209064760945,Sunday,Low,CRITICAL,13.010684626870736,77.55122474094415,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,172.5,61.1,1.0,Sunday,4
8a60145b33a7fff,0.35249655312917416,0.1957643750023919,32.88841500040184,6,11,0.35249655312917416,Sunday,Low,CRITICAL,13.008543950996996,77.55239220773309,"Unnamed Road, One Bangalore West, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",NO PARKING,5.2,67.5,1.0,Monday,10
8a60145b33b7fff,0.7520820239946278,0.2562441947508364,43.04902471814051,0,10,0.7520820239946278,Monday,High,CRITICAL,13.009610641727006,77.5530115977988,"80 Feet Ring Road, One Bangalore West, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,21.6,64.5,1.0,Monday,10
8a60145b3627fff,0.30613934691739475,0.1871073791972346,31.434039705135415,6,11,0.30613934691739475,Sunday,Low,HIGH,13.014951413427491,77.55370232133917,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,6.6,21.0,0.0,Tuesday,12
8a60145b370ffff,0.8414236724397104,0.12670371732535757,21.286224510660073,2,10,0.8414236724397104,Wednesday,Low,CRITICAL,13.01388108130383,77.55428607061393,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,163.9,21.6,0.0,Wednesday,10
8a60145b371ffff,0.9479934774800965,0.27357797928382993,45.96110051968343,5,11,0.9479934774800965,Saturday,High,HIGH,13.01494778858777,77.554905491187,"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",PARKING IN A MAIN ROAD,965.3,50.3,0.0,Saturday,11
8a60145b3727fff,0.3329069371486761,0.20212359351039028,33.956763709745566,6,11,0.3329069371486761,Sunday,Low,CRITICAL,13.012807094270212,77.55607299696705,"Brigade Gateway Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,4.0,54.0,0.0,Sunday,5
8a60145b372ffff,0.8471849384460498,0.19153253551982266,32.17746596733021,1,0,0.8471849384460498,Tuesday,Low,CRITICAL,13.012810739032563,77.55486981967057,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,2034.75,22.6,0.0,Monday,10
8a60145b3747fff,0.8248368519031848,0.23379726177813753,39.277939978727105,0,11,0.8248368519031848,Monday,Medium,CRITICAL,13.012818011780558,77.5524635139164,"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",NO PARKING,309.06,43.7,0.0,Friday,11
8a60145b374ffff,0.31282163839598903,0.1849794247604886,31.076543359762084,6,11,0.31282163839598903,Sunday,Low,CRITICAL,13.012821639766589,77.55126038546015,"6th Cross Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,27.4,51.4,0.0,Monday,9
8a60145b375ffff,0.7705933838577397,0.2632082590790289,44.21898752527686,1,11,0.7705933838577397,Tuesday,High,CRITICAL,13.01388833412864,77.55187977230953,"1st Main Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,67.4,57.9,0.0,Tuesday,4
8a60145b3767fff,0.8729122348736016,0.26103224281896265,43.85341679358572,6,2,0.8729122348736016,Sunday,High,CRITICAL,13.01174767928524,77.55304725530557,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",NO PARKING,2546.35,25.6,0.0,Sunday,8
8a60145b376ffff,0.8585326623323452,0.26551920710634275,44.60722679386558,0,10,0.8585326623323452,Monday,High,CRITICAL,13.011751317232966,77.55184412312398,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",WRONG PARKING,3048.35,24.8,0.0,Sunday,8
8a60145b3777fff,0.7046643480839503,0.18098157099339587,30.404903926890505,5,10,0.7046643480839503,Saturday,Low,CRITICAL,13.01281437820262,77.55366665865346,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,1792.1,24.1,0.0,Thursday,10
8a60145b3a2ffff,0.7919857707363975,0.24619436810198567,41.36065384113359,3,3,0.7919857707363975,Thursday,Medium,CRITICAL,12.999995753611994,77.55224960147483,"80 Feet Ring Road, Block K, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,110.4,50.7,1.0,Sunday,10
8a60145b3a47fff,0.7739299181188242,0.2495204105510141,41.919428972570365,6,8,0.7739299181188242,Sunday,Medium,CRITICAL,13.000003175983792,77.54984346680071,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,3099.44,33.3,1.0,Sunday,8
8a60145b3a4ffff,0.2987093731897684,0.16391289374694823,27.5373661494873,6,10,0.2987093731897684,Sunday,Low,CRITICAL,13.000006878789026,77.54864042388483,"2nd Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,44.2,46.3,1.0,Thursday,10
8a60145b3a57fff,0.9337195771571184,0.31392217870752614,52.73892602286439,6,11,0.9337195771571184,Sunday,High,CRITICAL,13.001069841928478,77.5504628130789,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1848.7,61.6,1.0,Friday,8
8a60145b3a5ffff,0.7642064881429951,0.24382553667817827,40.96269016193395,2,10,0.7642064881429951,Wednesday,Medium,CRITICAL,13.001073540360338,77.54925975760784,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,260.5,53.0,1.0,Friday,9
8a60145b3a67fff,0.8577322769706575,0.3121963208392581,52.448981900995356,6,7,0.8577322769706575,Sunday,High,CRITICAL,12.998932801469074,77.55042717577645,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1610.5,61.0,1.0,Friday,8
8a60145b3a6ffff,0.7510922191198318,0.20673231529104882,34.731028968896204,0,10,0.7510922191198318,Monday,Low,CRITICAL,12.998936514234671,77.54922412913453,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1658.7,48.4,1.0,Friday,10
8a60145b3a77fff,0.9245596314714851,0.30149401881616594,50.65099516111588,6,8,0.9245596314714851,Sunday,High,CRITICAL,12.999999467591532,77.55104652599762,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,988.2,63.1,1.0,Sunday,8
8a60145b3ae7fff,0.8129005808985811,0.21760778316016532,36.55810757090777,6,7,0.8129005808985811,Sunday,Low,CRITICAL,13.00213651206763,77.55108216796914,"10th A Cross Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,32.0,67.5,1.0,Sunday,7
8a60145b3aeffff,0.89570020643328,0.30810636774332884,51.761869780879245,1,9,0.89570020643328,Tuesday,High,CRITICAL,13.002140206126604,77.54987909994291,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,1034.3,63.0,1.0,Thursday,6
8a60145b3b47fff,0.8519146012592012,0.14126587968151355,23.732667786494275,1,8,0.8519146012592012,Tuesday,Low,CRITICAL,12.997858688504897,77.55221395118276,"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,438.6,98.0,1.0,Tuesday,10
8a60145b3b4ffff,0.9698368651879186,0.2090300167397469,35.117042812277475,2,12,0.9698368651879186,Wednesday,Low,CRITICAL,12.997862416817124,77.55101088453493,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,567.0,53.7,1.0,Wednesday,12
8a60145b3b57fff,0.8505930180863006,0.22807043007969333,38.31583225338848,3,6,0.8505930180863006,Thursday,Medium,HIGH,12.998925359177294,77.55283331790126,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,919.7,49.8,1.0,Monday,9
8a60145b3b6ffff,0.7459872221195711,0.2553596333922708,42.9004184099015,4,2,0.7459872221195711,Friday,High,CRITICAL,12.996792022028886,77.55159459307605,"19th Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",WRONG PARKING,46.0,55.0,1.0,Friday,2
8a60145b3d17fff,0.6630456138637129,0.26433473418680176,44.40823534338269,3,8,0.6630456138637129,Thursday,High,CRITICAL,13.0074254231139,77.56861791078559,"Siddavanahalli Krishna Sharma Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",WRONG PARKING,28.8,54.0,0.0,Thursday,8
8a60145b3d37fff,0.9375023836559762,0.22195577542743447,37.28857027180899,6,7,0.9375023836559762,Sunday,Medium,CRITICAL,13.006354930350462,77.56920169201845,"Siddavanahalli Krishna Sharma Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",NO PARKING,140.8,48.2,0.0,Sunday,7
